ID,Tau,City,Town,Village,Q01,Q02,Q03,Q04,Q05,Q06,Q07,A1,A1A,A1B,A1C,A2,A3,A4,A4A,B1,B1A_1,B1A_2,B1A_3,B1A_4,B1A_5,B1A_6,B1A_7,B1A_8,B2,B3,B3A,B3B_1,B3B_2,B3B_3,B3B_4,B3B_5,B3B_6,B3B_7,B3B_8,B3B_9,B3B_10,B3B_11,B4,B5,B5A,B5B,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_10,B6_11,B6_12,B6_13,B6_14,B7,C1,C2,C3,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,F1,F2,F3,F4,F5,G1,G2,G3,H1,H1A,H1B,H1C,H1D,H1E,H2,H2A,H2B,H3,H4,H5,H5A,H6,H7,H8,H8A,H9,H9A,J1,J2,J3,J3A,J4,J4A,J5A,J5B,J6A,J6B,J6C,J6D,K1,K1A,K1B,K1C,K1D,K2,K2A,K2B,K2C,K2D,K3,K3A,K3B,K3C,K3D,K4,K4A,K4B,K4C,K4D,K5,K6,K7,K7A,K7B,K7C,K7D,M1,M2,M3,M4,M4A,M5,M5A,M6,M7,N1,N1A,N1B,N1C,N2,N2A,P1,P1A,P2,P2A,P3,P3A,Q1,Q1A,Q1B,Q1C,Q1D,Q2,Q3,R1,R2,S1,S2,S3,S4,S5,S5A,S5B,S5C,S5D,S6,S6A,S6B,S6BB,S7,S7A,S7B,S8,S9,S10,S10A,S10B,S11,S12,S12A,S13,S13A,S14,S15,S16,S17,Q166,Q167,S18,S19,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,T1_8,T1_9,T2A,T2B,T2C,T2D,T2E,T2EE_1,T2EE_2,T2EE_3,T2EE_4,T2EE_5,T2EE_6,T2EE_7,T2EE_8,T2EE_9,T2EE_10,T2F,T2FF_1,T2FF_2,T2FF_3,T2FF_4,T2FF_5,T2FF_6,T2FF_7,T2FF_8,T2FF_9,T2FF_10,T2G,T2GG_1,T2GG_2,T2GG_3,T2GG_4,T2GG_5,T2GG_6,T2GG_7,T2GG_8,T2GG_9,T2GG_10,T3,T4,T5,T6,T7,T8,T9_1,T9_2,T9_3,T9_4,T9_5,T9A,T10,Q192,Q193,SEX,AGE,EDU,Arear,w
1190402402802,1,19,1904,1904024,40,3,7,14,1,15,40,1,7,7,7,99,5,1,7,2,1,99,99,99,99,99,99,99,2,2,99,1,99,99,99,99,99,99,99,99,99,99,1,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,4,1,11,3,3,3,3,2,2,2,2,2,3,2,4,3,4,1,2,1,1,1,1,2,302,999,99,999,2,8,99,2,2,1,1,2,1,1,1,2,99,1,7,110,92,407,92,3,7,3,3,7,7,6,8,2,8,1,3,98,98,98,98,0,1,1,0,0,10,9,9,9,9,96,3,5,8,3,8,3,2,3,6,3,3,3,3,3,3,1,99,1,3,2,0,1,98,1,1,2,2,3,3,3,3,2,2,2,2,2,42,2,2,8,1,2,1,2,1,3,4,2,1,2022,9999,1,1,2,2042,9999,1,6,3,0,0,0,2,1,4,1,16,20,1,1,5,6,7,99,99,99,99,99,99,2,2,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,5,6,3,3,1,99,99,99,99,99,99,2022,16,1,4,3,3,.868283226405745
1190402800107,1,19,1904,1904028,35,3,7,15,2,19,24,1,1,1,1,4,8,92,99,3,5,99,99,99,99,99,99,99,1,2,99,11,99,99,99,99,99,99,99,99,99,99,92,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,9,4,4,3,2,4,1,3,2,2,2,2,2,2,4,5,5,2,1,1,2,1,2,112,999,99,999,2,4,99,1,92,1,1,2,93,2,99,1,2,16,6,998,99,999,99,3,6,0,7,7,5,10,6,0,5,2,10,6,8,8,10,10,7,2,8,0,0,8,3,8,0,3,3,7,7,0,10,0,2,4,3,2,3,2,2,4,4,2,2,99,99,3,1,1,1,2,2,2,2,3,3,1,3,3,1,2,2,3,72,2,2,10,2,2,2,2,2,1,3,3,1,9092,9999,1,6,99,9999,9999,99,6,4,0,0,0,2,6,2,1,19,59,1,1,3,99,99,99,99,99,99,99,99,2,2,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,6,4,3,3,4,99,99,99,99,99,3,2034,16,1,1,4,3,1.12286643648301
1190402801715,1,19,1904,1904028,28,2,7,13,7,11,55,1,1,1,1,4,5,92,99,3,1,3,99,99,99,99,99,99,2,2,99,7,8,10,99,99,99,99,99,99,99,99,92,4,99,99,1,2,99,99,99,99,99,99,99,99,99,99,99,99,1,4,9,13,3,3,2,2,2,2,3,3,1,3,2,1,2,4,4,2,1,1,1,1,2,110,999,99,999,2,3,99,2,92,1,1,2,1,2,99,1,2,1,9,501,2,302,2,5,8,3,3,9,8,5,7,0,7,0,5,5,3,5,5,8,7,6,7,6,5,7,3,7,3,1,3,5,6,6,6,6,2,3,5,2,3,2,4,1,2,1,99,1,2,8,2,1,1,2,2,1,2,3,2,1,3,1,2,2,2,2,69,2,2,13,2,2,2,2,2,2,2,3,1,40,9999,5,6,99,9999,9999,99,1,4,0,0,0,2,4,2,1,12,23,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,3,3,4,4,1,99,99,99,99,99,99,2021,16,2,1,5,3,1.05313779327039
1190402802403,1,19,1904,1904028,31,1,7,1,2,20,29,1,1,7,1,2,4,92,99,1,3,5,99,99,99,99,99,99,1,1,2,1,5,9,10,11,99,99,99,99,99,99,92,4,99,99,1,2,4,5,6,8,9,10,11,12,99,99,99,99,1,3,2,3,4,2,2,2,1,3,2,3,96,3,2,4,3,1,3,1,1,1,2,1,2,108,999,99,999,1,99,2,1,1,2,2,1,2,2,99,96,99,33,1,501,2,992,99,6,7,5,5,8,8,7,5,5,5,5,8,8,5,8,6,7,8,6,8,7,9,7,6,8,6,2,3,5,8,4,7,4,3,2,5,1,2,2,3,4,2,1,99,1,2,9,3,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,48,3,3,8,2,2,2,2,2,1,3,2,1,7012,9999,1,1,2,7012,9999,1,6,5,1,0,0,2,2,2,1,21,0,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,3,3,3,3,2,99,99,99,99,99,1,2021,16,1,3,3,3,1.02063582528642
1190402802410,1,19,1904,1904028,34,1,7,20,7,14,37,2,1,7,1,4,8,6,7,2,3,1,99,99,99,99,99,99,1,2,99,7,10,11,99,99,99,99,99,99,99,99,10,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,12,7,3,4,2,3,1,3,2,2,1,2,1,2,2,5,5,1,1,3,2,1,2,213,999,99,999,2,2,99,93,5,1,1,2,91,2,99,1,2,33,1,707,2,305,2,5,7,3,2,9,7,8,8,0,10,0,10,9,1,9,1,0,10,0,8,1,10,1,9,1,9,1,1,10,10,5,9,5,2,1,3,2,3,2,2,2,2,2,1,1,3,7,5,2,1,2,2,2,2,3,2,1,1,1,1,1,1,2,44,2,2,8,2,2,2,2,2,2,3,3,1,31,9999,8,2,2,60,2011,7,1,4,1,3,3,1,96,2,1,15,11,2,1,1,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,4,4,3,2,1,99,99,99,99,99,99,2034,16,2,4,3,3,.888646886633959
1190402802511,1,19,1904,1904028,55,3,7,4,5,22,35,7,7,1,6,4,92,92,99,2,1,2,3,7,99,99,99,99,1,2,99,1,8,9,10,11,99,99,99,99,99,99,92,3,2,99,1,2,3,14,99,99,99,99,99,99,99,99,99,99,2,4,92,1,4,3,4,4,1,2,4,2,2,3,3,2,4,3,4,2,1,3,1,1,2,307,999,99,999,2,5,99,2,1,1,1,1,4,1,4,1,2,1,4,202,92,302,2,3,6,0,1,7,7,5,10,0,9,0,5,8,98,9,98,10,10,0,8,98,5,5,2,0,98,1,96,5,6,4,5,0,3,2,5,2,2,3,3,4,4,1,99,1,2,7,2,1,4,2,4,98,98,2,3,1,1,1,1,3,2,4,49,3,2,10,2,2,2,2,2,3,4,2,1,50,2042,5,5,99,9999,9999,99,6,6,1,0,0,2,3,2,1,23,30,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,3,3,3,3,4,99,99,99,99,99,4,2021,16,2,3,4,3,.930177152482967
1190402802514,1,19,1904,1904028,40,1,7,14,1,10,0,1,7,7,1,3,8,1,6,3,1,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,2,3,99,99,99,99,99,99,99,99,99,99,99,99,1,2,5,10,3,4,3,3,3,2,2,2,2,2,2,1,2,2,4,1,98,1,2,1,2,108,999,99,999,1,99,1,1,1,1,4,2,91,2,99,1,2,1,6,107,1,114,1,8,7,7,7,8,7,6,9,3,7,4,5,6,7,6,6,5,8,6,8,7,8,7,8,8,7,1,3,4,6,3,6,4,2,2,3,2,3,2,3,2,2,2,1,1,2,8,7,2,1,2,2,1,1,3,3,1,3,1,2,3,2,3,63,2,2,10,2,2,2,2,2,2,2,2,1,31,9999,8,1,2,1092,9999,1,1,9,4,0,0,2,1,2,1,10,40,2,1,2,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1590,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,3,4,4,3,2,3,99,99,99,99,4,1,2034,16,2,2,4,3,.999163297206145
1210105500207,1,21,2101,2101055,50,1,7,1,2,16,25,1,1,1,1,11,7,1,2,3,1,2,99,99,99,99,99,99,2,2,99,10,11,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,4,12,4,3,2,2,3,2,2,2,3,2,2,2,1,2,4,4,1,1,3,2,1,2,203,999,99,999,2,1,99,93,92,1,1,2,93,2,99,1,2,998,999,508,2,998,99,5,6,5,6,7,6,3,5,1,5,1,9,9,9,9,9,6,7,7,7,7,9,6,3,5,4,1,3,5,5,5,5,5,2,3,4,1,2,3,3,2,3,1,99,1,2,8,6,1,1,1,2,1,2,2,3,3,1,1,2,2,1,3,69,2,2,10,2,2,2,2,2,1,1,99,1,8022,9999,1,6,99,9999,9999,99,1,4,0,0,0,2,7,1,1,17,15,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,4,3,4,2,4,99,99,99,99,99,1,3023,26,1,1,4,4,1.1193715301136
1210105500505,1,21,2101,2101055,25,1,7,1,2,20,40,2,1,1,1,3,4,6,7,4,99,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,6,5,2,2,3,4,1,3,3,3,3,3,2,1,3,3,3,2,1,1,1,2,99,999,999,1,1,99,99,99,1,93,2,1,2,2,2,99,1,1,21,4,992,99,999,99,6,5,6,6,6,4,4,9,3,7,5,2,8,4,6,4,8,4,7,5,5,7,3,3,4,5,2,3,7,5,5,5,5,1,3,5,2,3,3,3,3,2,1,99,2,2,4,5,2,1,1,1,2,2,3,3,3,3,3,2,3,1,3,60,2,2,12,2,1,2,2,2,1,1,99,1,8021,9999,1,2,2,7031,9999,1,1,4,2,0,0,1,5,2,1,21,5,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,6,2,4,3,1,99,99,99,99,99,99,3023,26,1,2,5,4,.891875228952488
1210105501506,1,21,2101,2101055,25,3,8,10,7,20,26,1,7,7,7,99,8,92,99,4,99,99,99,99,99,99,99,99,3,2,99,11,99,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,92,3,2,96,2,3,2,3,3,3,3,2,2,2,3,1,1,1,1,3,98,1,95,999,999,99,999,2,1,99,95,95,1,1,2,91,2,99,2,99,1,21,409,92,998,99,6,6,5,5,5,5,5,5,0,98,0,5,5,5,5,5,1,5,5,5,5,6,4,4,5,5,2,2,5,0,10,5,5,2,3,6,2,2,3,3,3,3,2,2,99,99,5,5,1,1,2,2,96,96,1,3,3,3,1,2,2,97,4,63,3,2,8,2,2,2,2,2,1,1,99,1,4022,9999,1,1,2,3012,9999,1,6,5,2,0,0,2,3,2,1,20,51,1,1,1,3,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,800,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,3,3,3,2,1,99,99,99,99,99,99,3003,25,1,2,3,4,1.09291847977248
1210105501615,1,21,2101,2101055,40,1,7,1,2,16,30,3,1,1,1,2,6,6,9,4,99,99,99,99,99,99,99,99,2,2,99,10,99,99,99,99,99,99,99,99,99,99,10,4,99,99,1,3,99,99,99,99,99,99,99,99,99,99,99,99,2,3,5,3,3,3,3,3,1,2,2,3,3,1,1,4,3,2,4,1,1,98,2,1,1,206,999,99,999,1,99,91,1,5,93,99,2,93,1,2,1,1,21,9,201,2,503,1,9,5,10,9,2,7,5,8,2,6,2,7,5,5,5,7,7,7,7,7,8,9,6,4,10,4,2,3,5,6,4,7,4,2,3,5,2,4,3,3,3,3,1,99,2,2,5,6,2,1,1,2,2,1,3,3,3,2,3,2,2,2,3,66,2,2,13,2,2,2,2,2,1,2,3,1,20,9999,6,1,2,2031,9999,1,1,4,2,0,0,2,6,1,1,17,10,2,1,10,99,99,99,99,99,99,99,99,1,1,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,6,2,4,3,1,99,99,99,99,99,99,3023,26,2,2,5,4,.912792187355024
1210105501812,1,21,2101,2101055,30,1,8,1,5,21,40,1,1,1,1,4,5,7,1,3,1,7,99,99,99,99,99,99,1,2,99,10,11,99,99,99,99,99,99,99,99,99,11,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,5,4,3,3,2,4,2,2,2,2,2,2,3,2,2,5,4,1,1,1,2,1,2,101,999,99,999,2,4,99,2,2,1,1,2,93,2,99,1,2,1,32,302,2,501,2,5,7,3,7,7,7,5,7,3,7,4,6,7,4,8,4,6,7,6,7,6,8,7,3,8,4,1,3,5,7,4,6,4,1,3,6,2,3,3,3,3,3,1,99,1,2,5,3,1,1,2,1,1,2,1,3,1,1,1,1,1,2,3,57,2,2,8,98,2,2,2,2,1,1,99,2,3022,9999,1,1,2,10,9999,1,1,4,2,0,0,2,8,1,1,22,10,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,5,3,3,3,3,99,99,99,99,18,1,3023,26,2,3,3,4,1.04132136051991
1210105502004,1,21,2101,2101055,28,1,7,2,3,16,7,1,1,1,1,3,13,15,92,3,1,99,99,99,99,99,99,99,2,2,99,11,99,99,99,99,99,99,99,99,99,99,11,4,99,99,1,3,14,99,99,99,99,99,99,99,99,99,99,99,2,3,6,1,3,3,2,4,1,2,4,3,3,2,2,1,2,4,4,1,1,1,1,1,1,218,999,99,999,1,99,2,93,93,4,2,2,1,2,99,1,1,10,28,409,2,305,1,8,5,7,7,5,4,4,8,3,8,2,0,10,3,9,2,7,5,5,5,5,4,9,4,9,4,3,3,5,7,6,7,5,1,3,4,2,2,4,4,2,2,1,99,2,3,1,6,3,95,1,2,2,96,3,3,3,3,3,2,3,2,3,56,2,2,13,2,2,2,2,2,3,3,2,2,2011,9999,1,1,2,3011,9999,1,1,3,1,2,0,2,9,2,1,16,35,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1311,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,6,1,4,4,1,99,99,99,99,99,99,3023,26,1,3,5,4,.83029667238263
1210200900210,1,21,2102,2102009,49,2,7,3,4,15,15,2,7,7,6,4,6,6,92,2,1,3,4,99,99,99,99,99,1,1,91,92,99,99,99,99,99,99,99,99,99,99,92,4,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,96,2,91,91,98,2,1,97,1,4,4,3,3,3,3,4,4,4,5,2,1,3,98,1,1,301,999,99,999,1,99,92,1,5,2,2,2,2,1,2,96,99,992,999,501,1,992,99,10,0,10,10,0,0,5,10,5,10,5,10,98,5,98,5,10,1,7,98,5,98,98,98,98,98,2,3,98,98,98,98,98,1,1,5,3,98,98,98,96,97,1,99,2,2,0,10,2,1,1,2,2,96,2,2,2,2,2,3,4,2,3,37,2,2,4,1,1,2,2,2,4,3,2,1,31,9999,4,3,2,9991,9995,91,2,6,2,1,0,2,3,1,1,16,4,2,2,2,99,99,99,99,99,99,99,99,2,2,2,2,1,410,1040,1070,1141,1150,1151,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,5,3,4,3,3,99,99,99,99,30,2,3047,25,2,5,1,4,.798543161402933
1210200900315,1,21,2102,2102009,25,3,7,6,7,9,8,2,3,7,2,4,6,6,92,4,99,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,12,91,2,3,1,96,1,2,96,3,96,2,2,4,2,1,3,1,98,2,2,1,1,114,999,99,999,1,99,92,1,5,2,2,2,2,96,99,1,1,1,992,501,1,992,99,5,3,6,8,1,2,0,10,5,8,0,10,2,6,4,9,0,5,10,1,0,10,4,0,2,10,96,3,5,98,5,98,5,1,1,3,2,2,1,2,2,2,1,99,2,2,0,5,2,1,1,2,2,1,3,2,2,2,2,3,3,1,96,67,2,2,10,2,2,2,2,2,1,3,2,1,5012,9999,1,6,99,9999,9999,99,2,4,0,0,0,2,1,1,1,9,33,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,5,3,4,3,7,99,99,99,99,99,4,3047,25,2,2,4,4,.996053415159598
1210200900903,1,21,2102,2102009,39,2,7,3,4,18,56,7,7,7,7,99,92,92,99,4,99,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,91,91,3,96,1,96,96,2,3,3,3,3,3,1,1,5,5,96,1,3,98,1,1,309,999,99,999,1,99,92,1,5,93,99,1,2,1,2,1,1,998,999,501,1,998,99,9,3,10,9,2,2,0,95,4,98,98,5,98,98,98,98,9,98,98,98,98,8,98,98,98,98,2,2,98,98,98,98,98,1,1,2,1,1,4,4,4,4,1,99,2,1,2,10,2,1,1,2,2,1,3,97,3,3,3,3,4,2,3,41,2,2,4,2,2,2,2,2,1,1,99,1,7092,9999,1,1,2,31,9999,4,2,6,3,0,0,2,1,2,1,19,35,1,2,10,99,99,99,99,99,99,99,99,2,2,2,2,1,910,1010,1020,1030,1040,1070,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,5,4,3,3,3,99,99,99,99,10,3,3047,25,1,4,1,4,.820188448996378
1210200901009,1,21,2102,2102009,54,2,7,3,4,12,46,7,7,7,7,99,12,92,99,4,99,99,99,99,99,99,99,99,2,1,91,92,99,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,92,92,2,97,1,96,2,96,97,3,96,2,96,4,97,5,5,2,98,98,98,1,2,108,999,99,999,2,4,99,2,2,1,1,2,1,1,1,96,99,992,999,998,99,999,99,4,8,0,0,9,8,5,98,98,98,98,5,98,98,7,98,4,98,98,98,98,98,98,98,98,98,1,3,98,98,98,98,98,2,4,5,98,98,98,98,3,3,1,99,1,1,10,0,98,98,95,95,95,95,97,98,98,98,96,1,3,1,3,26,2,2,1,2,2,2,2,2,1,3,2,1,9092,9999,1,3,2,9991,9995,91,2,2,0,0,0,2,1,4,1,13,40,2,2,10,99,99,99,99,99,99,99,99,2,2,2,2,1,910,1010,1020,1030,1040,1070,1140,1310,1320,1330,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,4,4,3,1,1,99,99,99,99,99,99,3047,25,2,5,1,4,.798543161402933
1210200901016,1,21,2102,2102009,21,3,7,14,1,16,25,1,7,7,7,99,6,6,92,3,5,99,99,99,99,99,99,99,2,2,99,6,99,99,99,99,99,99,99,99,99,99,92,4,99,99,2,3,99,99,99,99,99,99,99,99,99,99,99,99,1,3,6,3,3,1,2,3,1,4,3,3,3,3,3,1,2,2,5,1,1,1,98,1,1,314,999,99,999,1,99,92,1,5,2,2,2,2,1,2,1,1,1,14,302,2,992,99,8,8,7,9,7,97,1,10,0,7,0,7,5,8,5,8,10,0,0,7,8,5,0,3,0,5,2,2,98,98,98,98,98,1,1,5,1,1,4,4,4,4,1,99,2,2,2,8,2,1,1,2,96,96,2,2,1,2,2,2,4,96,4,73,2,2,11,2,1,2,2,2,2,1,99,1,7092,9999,1,6,99,9999,9999,99,6,4,0,0,0,2,1,1,1,16,46,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,4,3,4,3,1,99,99,99,99,99,99,3047,25,2,1,5,4,1.04985991634578
1210200902301,1,21,2102,2102009,27,3,7,22,2,13,45,1,7,7,7,99,5,92,99,4,99,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,91,91,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,96,98,98,98,1,1,998,999,99,999,1,99,92,1,5,2,2,2,91,2,99,2,99,998,999,998,99,999,99,7,5,5,5,5,5,98,98,98,98,98,3,98,98,98,98,7,98,98,98,98,5,98,98,98,98,3,3,98,98,98,98,98,1,98,5,98,98,3,3,3,3,2,2,99,99,5,5,2,1,1,2,96,96,3,3,3,3,3,2,3,1,2,21,2,2,4,2,2,2,2,2,2,3,2,1,60,5012,4,3,2,9991,31,91,2,4,0,0,0,2,1,4,95,14,12,1,2,10,99,99,99,99,99,99,99,99,2,2,2,2,1,1010,1070,9999,9999,9999,9999,9999,9999,9999,9999,1,910,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,3,3,4,3,2,1,99,99,99,99,99,99,3047,25,1,5,1,4,.78024426016223
1210202000113,1,21,2102,2102020,50,3,7,14,1,20,5,2,7,7,1,11,6,6,1,3,5,99,99,99,99,99,99,99,1,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,95,2,6,7,2,2,2,96,2,3,3,2,98,2,96,1,2,4,5,1,1,98,98,1,95,999,999,99,999,1,99,91,1,5,2,2,2,2,1,2,2,99,12,998,201,92,992,99,10,5,10,10,5,2,0,9,0,10,0,5,5,5,5,5,1,10,0,10,98,10,5,98,0,98,3,3,96,96,96,96,96,1,2,6,1,96,3,3,3,1,95,2,99,99,3,9,95,1,1,2,2,1,2,2,2,2,2,3,4,2,2,57,2,2,8,2,2,2,2,2,1,1,99,1,50,9092,5,6,99,9999,9999,99,2,8,1,0,0,2,98,1,1,20,55,2,4,5,6,99,99,99,99,99,99,99,2,1,2,1,1,1040,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,300,811,9999,9999,9999,9999,9999,9999,9999,9999,2,2,2,3,3,3,4,99,99,99,99,99,4,3044,25,2,3,3,4,1.04132136051991
1210202000410,1,21,2102,2102020,35,1,7,15,2,15,15,7,7,7,7,99,4,92,99,4,99,99,99,99,99,99,99,99,2,2,99,2,99,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,98,98,98,98,98,2,98,98,97,3,96,3,1,97,97,98,1,97,98,98,98,1,95,999,999,99,999,1,99,91,91,91,91,91,2,91,2,99,2,99,992,999,992,99,999,99,98,98,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,3,96,96,96,96,96,1,97,5,2,97,96,3,2,2,2,2,99,99,98,98,98,1,98,98,98,98,98,98,1,98,97,97,5,96,97,38,2,2,1,1,2,2,2,2,1,3,2,1,9092,9999,2,3,2,9991,9995,91,2,7,2,0,0,2,96,1,1,15,50,2,2,10,99,99,99,99,99,99,99,99,2,2,2,1,1,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,811,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,5,2,4,2,1,3,99,99,99,99,40,2,3044,25,2,4,1,4,.839424152728219
